tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,tip_amount,payment_type,PULocationID,DOLocationID
2023-03-06 09:08:00,2023-03-06 09:39:00,4,3.35,9.22,0.84,Credit card,251,162
2023-01-14 22:12:00,2023-01-14 22:41:00,5,18.79,51.71,4.69,Credit card,48,117
2023-02-09 15:20:00,2023-02-09 15:53:00,2,18.39,50.61,4.59,Cash,235,21
2023-01-17 00:46:00,2023-01-17 01:31:00,4,17.81,49.02,4.45,Credit card,121,252
2023-03-08 19:00:00,2023-03-08 19:30:00,3,12.7,34.95,3.17,Cash,50,84
2023-02-17 11:46:00,2023-02-17 12:18:00,4,16.26,44.75,4.06,Cash,41,41
2023-03-01 04:56:00,2023-03-01 05:21:00,1,1.85,5.09,0.46,Credit card,22,203
2023-01-25 14:00:00,2023-01-25 14:06:00,4,7.03,19.35,1.76,Credit card,182,128
2023-02-26 01:28:00,2023-02-26 01:57:00,1,6.62,18.22,1.65,Credit card,5,142
2023-02-18 23:39:00,2023-02-19 00:27:00,4,12.9,35.5,3.22,Credit card,145,103
2023-02-14 00:12:00,2023-02-14 00:24:00,1,7.44,20.48,1.86,Cash,78,107
2023-02-12 07:31:00,2023-02-12 08:10:00,2,3.4,9.36,0.85,Credit card,231,17
2023-02-09 15:31:00,2023-02-09 15:36:00,5,12.13,33.38,3.03,Credit card,209,25
2023-03-08 12:57:00,2023-03-08 13:43:00,3,16.38,45.08,4.09,Credit card,163,64
2023-02-23 22:16:00,2023-02-23 23:07:00,4,7.95,21.88,1.99,Credit card,168,237
2023-01-25 10:19:00,2023-01-25 11:03:00,5,3.08,8.48,0.77,Credit card,237,176
2023-01-30 08:05:00,2023-01-30 08:14:00,3,4.34,11.94,1.08,Credit card,176,156
2023-01-23 08:17:00,2023-01-23 09:10:00,3,5.13,14.12,1.28,Credit card,53,53
2023-01-08 21:19:00,2023-01-08 22:11:00,1,6.35,17.48,1.59,Credit card,10,73
2023-01-26 09:19:00,2023-01-26 10:01:00,2,13.03,35.86,3.25,Credit card,146,183
2023-02-11 00:47:00,2023-02-11 00:54:00,2,12.22,33.63,3.05,Cash,227,189
2023-01-23 04:43:00,2023-01-23 05:32:00,5,14.07,38.72,3.51,Credit card,236,13
2023-03-10 07:26:00,2023-03-10 08:25:00,2,7.57,20.83,1.89,Credit card,242,47
2023-02-12 07:10:00,2023-02-12 07:19:00,4,16.57,45.6,4.14,Credit card,71,160
2023-02-21 20:51:00,2023-02-21 21:18:00,2,4.48,12.33,1.12,Credit card,158,53
2023-02-25 13:17:00,2023-02-25 13:54:00,5,9.65,26.56,2.41,Cash,19,8
2023-03-02 19:40:00,2023-03-02 19:51:00,2,16.12,44.37,4.03,Credit card,55,72
2023-02-04 11:54:00,2023-02-04 12:17:00,4,4.01,11.04,1.0,Credit card,215,98
2023-01-31 14:52:00,2023-01-31 15:47:00,1,2.64,7.27,0.66,Cash,209,87
2023-01-03 14:41:00,2023-01-03 15:29:00,5,17.73,48.8,4.43,Cash,21,101
2023-02-14 23:49:00,2023-02-15 00:13:00,1,7.19,19.79,1.8,Credit card,249,237
2023-01-30 14:00:00,2023-01-30 14:43:00,1,13.84,38.09,3.46,Credit card,28,196
2023-01-17 13:14:00,2023-01-17 13:24:00,1,0.99,2.72,0.25,Cash,211,97
2023-02-14 09:04:00,2023-02-14 09:27:00,3,13.96,38.42,3.49,Credit card,20,96
2023-01-20 07:22:00,2023-01-20 08:15:00,3,6.66,18.33,1.66,Cash,20,261
2023-02-02 07:07:00,2023-02-02 07:40:00,1,1.59,4.38,0.4,Cash,120,121
2023-01-24 12:22:00,2023-01-24 12:51:00,5,12.39,34.1,3.09,Cash,97,52
2023-01-31 23:28:00,2023-01-31 23:58:00,4,5.2,14.31,1.3,Credit card,120,163
2023-01-26 10:55:00,2023-01-26 11:52:00,4,8.04,22.13,2.01,Cash,25,190
2023-02-24 06:19:00,2023-02-24 07:06:00,2,2.07,5.7,0.52,Credit card,153,85
2023-03-05 19:45:00,2023-03-05 19:51:00,5,3.37,9.27,0.84,Cash,245,194
2023-01-26 03:31:00,2023-01-26 04:06:00,3,6.31,17.37,1.58,Credit card,260,181
2023-02-20 14:08:00,2023-02-20 14:23:00,1,2.25,6.19,0.56,Credit card,4,21
2023-01-01 22:10:00,2023-01-01 22:49:00,2,18.26,50.25,4.56,Credit card,143,203
2023-02-17 00:35:00,2023-02-17 00:54:00,4,0.62,1.71,0.16,Credit card,220,202
2023-01-18 09:22:00,2023-01-18 09:35:00,3,9.94,27.36,2.48,Credit card,160,151
2023-01-08 19:01:00,2023-01-08 19:53:00,3,2.9,7.98,0.72,Cash,76,159
2023-01-22 23:15:00,2023-01-22 23:45:00,1,6.5,17.89,1.62,Credit card,99,26
2023-03-07 13:01:00,2023-03-07 13:56:00,4,18.56,51.08,4.64,Cash,180,66
2023-02-06 23:51:00,2023-02-07 00:47:00,5,3.65,10.05,0.91,Credit card,127,263
2023-02-14 11:18:00,2023-02-14 12:17:00,3,19.33,53.2,4.83,Credit card,32,167
2023-02-20 12:48:00,2023-02-20 13:27:00,1,4.51,12.41,1.13,Credit card,13,154
2023-03-11 00:14:00,2023-03-11 00:37:00,5,14.96,41.17,3.74,Credit card,202,206
2023-01-22 20:59:00,2023-01-22 21:44:00,4,11.16,30.71,2.79,Cash,18,153
2023-03-04 20:39:00,2023-03-04 20:53:00,3,17.75,48.85,4.43,Credit card,93,184
2023-02-13 08:02:00,2023-02-13 08:26:00,5,11.3,31.1,2.82,Credit card,60,159
2023-02-28 18:59:00,2023-02-28 19:47:00,5,10.92,30.05,2.73,Credit card,214,194
2023-03-06 19:02:00,2023-03-06 19:57:00,5,4.31,11.86,1.08,Cash,100,2
2023-02-14 16:12:00,2023-02-14 17:12:00,3,3.74,10.29,0.93,Credit card,1,215
2023-02-10 19:03:00,2023-02-10 19:54:00,3,18.37,50.56,4.59,Credit card,43,175
2023-01-02 13:40:00,2023-01-02 14:26:00,2,6.89,18.96,1.72,Credit card,168,75
2023-01-09 11:16:00,2023-01-09 11:44:00,4,7.76,21.36,1.94,Credit card,192,127
2023-01-27 18:46:00,2023-01-27 18:51:00,1,15.32,42.16,3.83,Credit card,34,49
2023-01-21 04:05:00,2023-01-21 04:45:00,5,7.11,19.57,1.78,Cash,34,32
2023-02-06 19:25:00,2023-02-06 20:25:00,2,19.07,52.48,4.76,Credit card,176,158
2023-03-04 23:13:00,2023-03-04 23:53:00,1,14.89,40.98,3.72,Credit card,196,15
2023-01-23 03:30:00,2023-01-23 03:44:00,2,12.15,33.44,3.03,Credit card,158,243
2023-01-28 20:55:00,2023-01-28 21:07:00,3,17.68,48.66,4.42,Credit card,245,17
2023-03-02 10:26:00,2023-03-02 10:33:00,5,1.47,4.05,0.37,Credit card,71,22
2023-02-22 22:25:00,2023-02-22 22:30:00,1,5.51,15.16,1.38,No charge,114,244
2023-02-03 14:08:00,2023-02-03 14:49:00,1,9.57,26.34,2.39,Cash,143,81
2023-02-13 01:51:00,2023-02-13 02:34:00,1,4.93,13.57,1.23,Cash,97,144
2023-02-20 09:04:00,2023-02-20 09:34:00,1,15.01,41.31,3.75,Cash,212,8
2023-02-18 07:48:00,2023-02-18 08:27:00,1,18.42,50.7,4.6,Credit card,185,167
2023-02-01 06:56:00,2023-02-01 07:36:00,2,8.76,24.11,2.19,Credit card,205,186
2023-02-08 17:31:00,2023-02-08 17:41:00,5,7.17,19.73,1.79,Credit card,216,12
2023-03-09 21:31:00,2023-03-09 21:55:00,3,19.25,52.98,4.81,Credit card,246,83
2023-02-20 02:20:00,2023-02-20 02:38:00,3,9.17,25.24,2.29,Credit card,239,55
2023-01-31 02:37:00,2023-01-31 03:29:00,3,10.04,27.63,2.51,Credit card,8,131
2023-02-02 00:32:00,2023-02-02 01:24:00,3,7.36,20.26,1.84,Credit card,78,125
2023-03-05 23:24:00,2023-03-06 00:15:00,2,18.24,50.2,4.56,Cash,202,51
2023-02-11 07:13:00,2023-02-11 07:40:00,4,11.59,31.9,2.89,Cash,214,27
2023-01-25 15:49:00,2023-01-25 16:07:00,5,15.36,42.27,3.84,Cash,94,165
2023-01-28 21:49:00,2023-01-28 22:20:00,1,16.33,44.94,4.08,Credit card,75,33
2023-01-23 21:11:00,2023-01-23 21:57:00,4,7.17,19.73,1.79,Credit card,157,62
2023-01-21 23:37:00,2023-01-22 00:36:00,3,8.96,24.66,2.24,Credit card,153,145
2023-01-11 23:34:00,2023-01-12 00:11:00,4,17.05,46.92,4.26,Credit card,142,171
2023-03-07 15:40:00,2023-03-07 15:54:00,5,7.58,20.86,1.89,Credit card,78,117
2023-01-18 12:42:00,2023-01-18 12:57:00,1,15.98,43.98,3.99,Credit card,182,4
2023-01-29 17:19:00,2023-01-29 17:35:00,1,18.85,51.88,4.71,Credit card,195,66
2023-01-11 21:10:00,2023-01-11 21:29:00,5,12.65,34.82,3.16,Credit card,158,60
2023-03-09 14:50:00,2023-03-09 15:34:00,5,14.96,41.17,3.74,Credit card,146,229
2023-02-18 18:36:00,2023-02-18 19:34:00,3,16.2,44.59,4.05,Credit card,54,100
2023-03-11 09:01:00,2023-03-11 09:22:00,1,16.98,46.73,4.24,Credit card,83,119
2023-03-04 19:41:00,2023-03-04 19:58:00,4,8.2,22.57,2.05,Credit card,156,69
2023-01-17 20:27:00,2023-01-17 20:39:00,2,1.5,4.13,0.37,Credit card,4,152
2023-01-18 10:25:00,2023-01-18 10:41:00,2,8.34,22.95,2.08,Credit card,64,221
2023-01-20 16:41:00,2023-01-20 17:28:00,5,13.64,37.54,3.41,Credit card,112,223
2023-03-09 05:30:00,2023-03-09 06:26:00,3,9.28,25.54,2.32,Cash,239,165
2023-02-14 01:44:00,2023-02-14 02:25:00,2,15.1,41.56,3.77,Cash,144,211
2023-01-26 04:01:00,2023-01-26 05:00:00,1,7.46,20.53,1.86,Credit card,20,63
2023-03-07 22:52:00,2023-03-07 23:00:00,5,12.88,35.45,3.22,Credit card,64,262
2023-02-23 15:58:00,2023-02-23 16:57:00,4,4.14,11.39,1.03,Credit card,81,6
2023-03-11 04:41:00,2023-03-11 05:34:00,5,15.11,41.59,3.77,Credit card,197,248
2023-02-17 18:05:00,2023-02-17 18:45:00,4,11.14,30.66,2.78,Credit card,69,229
2023-02-24 07:42:00,2023-02-24 08:16:00,5,4.48,12.33,1.12,Credit card,186,257
2023-01-26 18:13:00,2023-01-26 18:59:00,5,6.19,17.04,1.55,Credit card,167,63
2023-01-10 03:36:00,2023-01-10 04:16:00,5,15.1,41.56,3.77,Credit card,205,28
2023-01-18 16:03:00,2023-01-18 16:12:00,4,9.91,27.27,2.47,Cash,164,53
2023-01-27 23:09:00,2023-01-27 23:32:00,4,4.71,12.96,1.18,Credit card,94,252
2023-01-21 16:56:00,2023-01-21 17:43:00,5,19.36,53.28,4.83,Cash,249,38
2023-02-02 20:21:00,2023-02-02 20:30:00,2,14.44,39.74,3.61,Credit card,68,139
2023-01-17 07:59:00,2023-01-17 08:20:00,3,19.16,52.73,4.78,Credit card,21,53
2023-01-28 12:18:00,2023-01-28 12:29:00,3,8.83,24.3,2.21,No charge,85,94
2023-01-02 06:54:00,2023-01-02 07:11:00,3,9.76,26.86,2.44,No charge,24,94
2023-03-06 10:41:00,2023-03-06 11:32:00,4,18.01,49.57,4.5,Credit card,111,263
2023-02-18 14:50:00,2023-02-18 15:32:00,4,10.74,29.56,2.68,Credit card,83,137
2023-01-12 12:31:00,2023-01-12 13:07:00,2,14.29,39.33,3.57,Credit card,78,256
2023-01-25 23:14:00,2023-01-25 23:40:00,3,5.42,14.92,1.35,Credit card,140,37
2023-01-05 03:25:00,2023-01-05 03:52:00,3,9.21,25.35,2.3,Cash,169,142
2023-01-05 23:06:00,2023-01-05 23:19:00,5,2.91,8.01,0.73,No charge,197,147
2023-02-20 08:49:00,2023-02-20 09:36:00,4,4.52,12.44,1.13,Credit card,262,8
2023-01-27 14:10:00,2023-01-27 14:56:00,3,0.52,1.43,0.13,Credit card,215,251
2023-03-05 11:31:00,2023-03-05 11:51:00,2,1.27,3.5,0.32,Credit card,67,135
2023-01-12 11:51:00,2023-01-12 12:02:00,2,19.56,53.83,4.88,Credit card,229,59
2023-02-28 01:26:00,2023-02-28 01:49:00,3,5.23,14.39,1.31,Cash,161,123
2023-03-10 12:29:00,2023-03-10 13:13:00,4,13.43,36.96,3.35,Cash,122,263
2023-02-14 16:20:00,2023-02-14 16:29:00,2,16.86,46.4,4.21,Credit card,149,120
2023-01-10 08:06:00,2023-01-10 08:23:00,5,11.24,30.93,2.81,Credit card,193,259
2023-01-02 02:47:00,2023-01-02 03:12:00,2,3.49,9.61,0.87,Credit card,231,18
2023-02-22 06:03:00,2023-02-22 06:39:00,1,14.7,40.46,3.67,Credit card,111,92
2023-01-26 21:08:00,2023-01-26 21:41:00,1,12.2,33.58,3.05,Cash,145,164
2023-02-12 17:24:00,2023-02-12 17:50:00,4,14.76,40.62,3.69,Credit card,221,144
2023-02-13 13:46:00,2023-02-13 14:30:00,3,15.51,42.69,3.87,Credit card,64,238
2023-02-10 02:13:00,2023-02-10 03:00:00,4,19.52,53.72,4.87,Credit card,126,174
2023-02-01 00:17:00,2023-02-01 00:41:00,4,11.68,32.15,2.92,Cash,218,83
2023-01-17 18:44:00,2023-01-17 19:33:00,4,7.16,19.71,1.79,Credit card,236,157
2023-01-05 16:14:00,2023-01-05 16:56:00,4,13.15,36.19,3.28,Cash,13,109
2023-01-23 23:32:00,2023-01-23 23:46:00,5,1.83,5.04,0.46,Cash,153,178
2023-02-13 11:36:00,2023-02-13 12:17:00,5,18.0,49.54,4.5,Cash,239,250
2023-01-11 09:13:00,2023-01-11 09:54:00,2,2.83,7.79,0.71,Credit card,190,253
2023-01-06 22:44:00,2023-01-06 23:12:00,1,6.89,18.96,1.72,Credit card,151,55
2023-02-06 11:21:00,2023-02-06 12:17:00,4,16.41,45.16,4.1,Credit card,86,155
2023-02-14 18:14:00,2023-02-14 18:39:00,2,12.15,33.44,3.03,Credit card,21,91
2023-01-07 17:50:00,2023-01-07 18:22:00,1,8.18,22.51,2.04,Credit card,182,126
2023-02-22 12:31:00,2023-02-22 12:46:00,3,9.73,26.78,2.43,Credit card,158,169
2023-02-27 07:02:00,2023-02-27 07:07:00,5,17.16,47.23,4.29,Credit card,76,139
2023-03-04 11:34:00,2023-03-04 11:59:00,1,7.13,19.62,1.78,Cash,203,5
2023-01-05 21:06:00,2023-01-05 21:26:00,3,17.46,48.05,4.36,Credit card,229,66
2023-01-14 19:27:00,2023-01-14 20:22:00,1,2.22,6.11,0.55,Credit card,152,111
2023-01-14 13:55:00,2023-01-14 14:14:00,5,15.65,43.07,3.91,Cash,263,184
2023-02-21 05:32:00,2023-02-21 06:22:00,5,17.03,46.87,4.25,Cash,72,170
2023-01-28 15:44:00,2023-01-28 16:36:00,2,4.05,11.15,1.01,Cash,225,244
2023-01-08 18:04:00,2023-01-08 18:50:00,4,8.89,24.47,2.22,Cash,131,138
2023-01-23 14:10:00,2023-01-23 14:42:00,1,3.73,10.27,0.93,Cash,28,28
2023-01-11 18:45:00,2023-01-11 19:07:00,1,14.28,39.3,3.57,Credit card,97,7
2023-02-20 19:07:00,2023-02-20 20:05:00,3,10.94,30.11,2.73,Credit card,46,51
2023-02-07 21:08:00,2023-02-07 21:36:00,5,12.89,35.48,3.22,Credit card,1,136
2023-02-25 04:31:00,2023-02-25 04:44:00,1,4.33,11.92,1.08,Credit card,166,178
2023-02-24 06:15:00,2023-02-24 07:03:00,5,4.63,12.74,1.16,Credit card,245,129
2023-02-26 06:57:00,2023-02-26 07:48:00,1,1.31,3.61,0.33,Credit card,219,197
2023-01-21 13:01:00,2023-01-21 13:27:00,2,6.78,18.66,1.69,Credit card,102,107
2023-02-17 13:34:00,2023-02-17 14:09:00,4,11.42,31.43,2.85,Credit card,204,48
2023-02-04 14:56:00,2023-02-04 15:30:00,1,17.23,47.42,4.3,Credit card,202,138
2023-02-11 00:09:00,2023-02-11 00:42:00,5,13.51,37.18,3.37,Cash,54,103
2023-02-10 07:08:00,2023-02-10 07:35:00,2,8.99,24.74,2.24,Credit card,16,47
2023-01-28 01:34:00,2023-01-28 02:28:00,1,19.09,52.54,4.77,Cash,13,153
2023-02-23 13:39:00,2023-02-23 14:03:00,3,14.53,39.99,3.63,Credit card,87,6
2023-02-09 00:47:00,2023-02-09 01:23:00,4,18.64,51.3,4.66,Cash,78,11
2023-01-28 19:06:00,2023-01-28 19:46:00,1,10.79,29.7,2.7,Cash,67,17
2023-02-21 18:11:00,2023-02-21 18:22:00,2,5.55,15.27,1.39,Credit card,211,143
2023-02-26 12:39:00,2023-02-26 12:55:00,3,1.53,4.21,0.38,Credit card,214,66
2023-01-06 11:34:00,2023-01-06 12:20:00,2,14.66,40.35,3.66,Credit card,185,256
2023-02-25 11:45:00,2023-02-25 12:28:00,2,2.87,7.9,0.72,No charge,33,127
2023-03-09 08:44:00,2023-03-09 08:54:00,3,6.4,17.61,1.6,Cash,115,131
2023-01-10 00:46:00,2023-01-10 01:44:00,2,10.88,29.94,2.72,Cash,198,18
2023-03-11 10:13:00,2023-03-11 10:35:00,3,11.51,31.68,2.87,Credit card,143,207
2023-01-19 21:55:00,2023-01-19 22:54:00,1,12.21,33.6,3.05,Credit card,228,89
2023-02-26 22:27:00,2023-02-26 23:24:00,3,3.74,10.29,0.93,Cash,120,243
2023-01-20 04:59:00,2023-01-20 05:12:00,3,7.9,21.74,1.97,Credit card,24,17
2023-01-25 02:07:00,2023-01-25 02:46:00,4,12.54,34.51,3.13,Credit card,27,223
2023-03-02 02:43:00,2023-03-02 03:00:00,3,19.41,53.42,4.85,Credit card,75,210
2023-01-08 09:21:00,2023-01-08 09:42:00,3,14.69,40.43,3.67,Cash,241,99
2023-01-15 07:05:00,2023-01-15 07:56:00,1,18.49,50.89,4.62,Credit card,23,13
2023-01-22 19:59:00,2023-01-22 20:44:00,4,15.36,42.27,3.84,Credit card,161,187
2023-01-16 19:42:00,2023-01-16 19:51:00,5,12.04,33.14,3.01,Credit card,41,133
2023-02-20 05:50:00,2023-02-20 06:41:00,1,4.24,11.67,1.06,Cash,238,14
2023-01-07 19:58:00,2023-01-07 20:07:00,1,13.5,37.15,3.37,Credit card,239,44
2023-01-15 05:57:00,2023-01-15 06:03:00,5,12.66,34.84,3.16,Credit card,56,104
2023-01-01 05:50:00,2023-01-01 06:49:00,3,12.25,33.71,3.06,Credit card,98,62
2023-02-07 04:25:00,2023-02-07 05:02:00,2,10.05,27.66,2.51,Cash,146,53
2023-02-11 00:08:00,2023-02-11 00:53:00,4,10.81,29.75,2.7,No charge,262,118
2023-03-04 17:57:00,2023-03-04 18:03:00,2,7.02,19.32,1.75,Cash,40,131
2023-02-24 01:12:00,2023-02-24 02:09:00,5,10.63,29.26,2.66,Credit card,193,199
2023-02-12 18:32:00,2023-02-12 19:14:00,1,4.35,11.97,1.09,Cash,239,36
2023-01-27 12:15:00,2023-01-27 12:57:00,1,16.2,44.59,4.05,Credit card,42,216
2023-01-03 23:18:00,2023-01-03 23:48:00,4,4.12,11.34,1.03,Credit card,222,74
2023-01-22 01:40:00,2023-01-22 02:34:00,1,2.16,5.94,0.54,Credit card,196,55
2023-01-27 05:22:00,2023-01-27 06:04:00,1,9.01,24.8,2.25,Credit card,10,12
2023-03-06 08:22:00,2023-03-06 08:40:00,4,13.34,36.71,3.33,Cash,235,83
2023-01-26 17:36:00,2023-01-26 17:43:00,4,9.04,24.88,2.26,Credit card,69,32
2023-03-05 23:41:00,2023-03-06 00:21:00,5,5.9,16.24,1.47,Credit card,139,86
2023-02-11 07:50:00,2023-02-11 08:11:00,1,11.38,31.32,2.84,Credit card,219,232
2023-01-07 11:29:00,2023-01-07 12:08:00,1,7.27,20.01,1.82,Credit card,196,201
2023-03-04 13:36:00,2023-03-04 14:15:00,5,18.69,51.44,4.67,Credit card,74,51
2023-01-22 05:55:00,2023-01-22 06:30:00,3,18.49,50.89,4.62,Credit card,103,256
2023-01-25 01:55:00,2023-01-25 02:41:00,3,10.3,28.35,2.57,Credit card,225,241
2023-02-26 21:27:00,2023-02-26 22:21:00,3,6.89,18.96,1.72,Credit card,123,205
2023-02-23 16:24:00,2023-02-23 16:38:00,5,14.87,40.92,3.71,Credit card,102,196
2023-03-02 04:22:00,2023-03-02 04:50:00,1,1.22,3.36,0.3,Cash,161,244
2023-01-19 00:08:00,2023-01-19 00:38:00,5,9.76,26.86,2.44,Credit card,233,1
2023-02-08 16:43:00,2023-02-08 17:02:00,5,7.06,19.43,1.76,Cash,258,89
2023-01-11 10:43:00,2023-01-11 11:37:00,3,18.45,50.78,4.61,Cash,139,139
2023-02-19 13:36:00,2023-02-19 14:18:00,2,0.73,2.01,0.18,Cash,227,87
2023-01-21 11:06:00,2023-01-21 11:57:00,1,11.28,31.04,2.82,Credit card,86,2
2023-02-28 22:46:00,2023-02-28 23:45:00,3,14.94,41.12,3.73,Credit card,217,168
2023-01-14 13:28:00,2023-01-14 13:51:00,2,9.96,27.41,2.49,No charge,66,119
2023-01-25 04:16:00,2023-01-25 04:29:00,2,2.17,5.97,0.54,Credit card,257,80
2023-01-13 22:43:00,2023-01-13 23:17:00,4,19.46,53.56,4.86,Credit card,135,111
2023-01-07 11:59:00,2023-01-07 12:36:00,1,10.6,29.17,2.65,Credit card,55,165
2023-01-06 10:16:00,2023-01-06 10:53:00,2,12.48,34.35,3.12,Credit card,243,219
2023-01-16 02:27:00,2023-01-16 02:37:00,3,5.11,14.06,1.28,No charge,252,5
2023-01-28 23:59:00,2023-01-29 00:29:00,4,9.93,27.33,2.48,Credit card,21,215
2023-02-24 03:53:00,2023-02-24 04:21:00,1,8.87,24.41,2.22,Credit card,163,195
2023-03-10 04:07:00,2023-03-10 04:44:00,5,1.96,5.39,0.49,Credit card,68,6
2023-02-21 19:27:00,2023-02-21 19:32:00,3,2.57,7.07,0.64,Credit card,107,58
2023-01-27 06:28:00,2023-01-27 07:15:00,2,16.83,46.32,4.2,Credit card,67,102
2023-02-09 23:20:00,2023-02-09 23:40:00,2,5.18,14.26,1.29,Credit card,199,48
2023-01-12 07:39:00,2023-01-12 08:38:00,3,4.3,11.83,1.07,Cash,192,163
2023-02-12 15:53:00,2023-02-12 16:49:00,2,10.35,28.49,2.59,Credit card,2,196
2023-03-04 16:26:00,2023-03-04 17:10:00,4,15.49,42.63,3.87,Cash,257,132
2023-01-28 16:17:00,2023-01-28 17:05:00,1,1.71,4.71,0.43,Credit card,1,66
2023-03-05 16:35:00,2023-03-05 16:50:00,4,11.75,32.34,2.93,Credit card,115,83
2023-02-06 15:17:00,2023-02-06 16:10:00,2,2.82,7.76,0.7,Credit card,88,229
2023-01-25 18:43:00,2023-01-25 19:20:00,5,1.21,3.33,0.3,Credit card,197,219
2023-02-15 13:17:00,2023-02-15 13:30:00,1,1.53,4.21,0.38,Cash,92,225
2023-02-19 03:36:00,2023-02-19 04:09:00,1,16.77,46.15,4.19,Cash,160,113
2023-02-14 22:42:00,2023-02-14 22:57:00,3,2.8,7.71,0.7,Credit card,173,140
2023-02-09 20:17:00,2023-02-09 20:33:00,3,1.38,3.8,0.34,Credit card,33,185
2023-01-08 07:43:00,2023-01-08 08:24:00,5,9.04,24.88,2.26,Cash,73,173
2023-02-24 10:25:00,2023-02-24 11:06:00,1,16.96,46.68,4.24,Credit card,196,11
2023-01-04 15:04:00,2023-01-04 15:51:00,5,5.62,15.47,1.4,Credit card,87,159
2023-02-09 07:46:00,2023-02-09 08:46:00,3,8.72,24.0,2.18,No charge,224,205
2023-03-08 20:36:00,2023-03-08 20:50:00,3,1.28,3.52,0.32,Credit card,44,230
2023-01-30 08:07:00,2023-01-30 08:59:00,1,9.26,25.49,2.31,No charge,138,26
2023-02-24 22:49:00,2023-02-24 23:40:00,4,11.76,32.37,2.94,Credit card,36,159
2023-01-23 18:56:00,2023-01-23 19:31:00,2,11.63,32.01,2.9,Cash,34,148
2023-01-03 08:30:00,2023-01-03 08:57:00,3,6.98,19.21,1.74,Credit card,88,83
2023-01-09 07:30:00,2023-01-09 07:37:00,3,6.65,18.3,1.66,Credit card,146,26
2023-01-21 20:05:00,2023-01-21 20:24:00,4,2.58,7.1,0.64,Credit card,16,71
2023-03-03 09:01:00,2023-03-03 09:54:00,4,7.65,21.05,1.91,Credit card,233,37
2023-02-22 08:32:00,2023-02-22 09:08:00,5,2.44,6.72,0.61,Credit card,41,133
2023-02-23 10:35:00,2023-02-23 10:54:00,5,15.45,42.52,3.86,Credit card,255,126
2023-01-02 21:19:00,2023-01-02 21:28:00,2,19.34,53.23,4.83,Credit card,126,115
2023-03-03 04:37:00,2023-03-03 04:58:00,2,19.42,53.45,4.85,Cash,8,92
2023-01-25 12:45:00,2023-01-25 13:13:00,1,17.37,47.81,4.34,Credit card,176,242
2023-02-22 10:49:00,2023-02-22 11:08:00,5,12.22,33.63,3.05,Credit card,228,200
2023-01-04 15:53:00,2023-01-04 16:00:00,3,14.17,39.0,3.54,Credit card,18,207
2023-03-10 20:05:00,2023-03-10 20:52:00,5,6.06,16.68,1.51,Credit card,56,117
2023-01-16 22:42:00,2023-01-16 23:00:00,3,12.8,35.23,3.2,Credit card,35,219
2023-02-12 19:49:00,2023-02-12 20:27:00,4,9.39,25.84,2.34,Credit card,118,243
2023-02-17 05:41:00,2023-02-17 06:36:00,5,9.9,27.25,2.47,Cash,254,172
2023-03-01 07:14:00,2023-03-01 07:42:00,4,15.28,42.05,3.82,Credit card,213,76
2023-02-10 06:03:00,2023-02-10 06:32:00,2,6.0,16.51,1.5,Credit card,61,209
2023-01-26 07:38:00,2023-01-26 08:13:00,2,6.7,18.44,1.67,Cash,88,105
2023-01-17 12:28:00,2023-01-17 13:02:00,1,18.53,51.0,4.63,Cash,32,26
2023-02-23 06:40:00,2023-02-23 06:47:00,5,1.6,4.4,0.4,Credit card,133,79
2023-02-09 16:12:00,2023-02-09 16:19:00,4,9.97,27.44,2.49,Cash,64,128
2023-02-27 18:42:00,2023-02-27 19:28:00,3,18.3,50.36,4.57,Credit card,199,137
2023-02-14 18:11:00,2023-02-14 18:36:00,2,12.4,34.13,3.1,Cash,256,36
2023-01-09 07:19:00,2023-01-09 07:30:00,2,11.15,30.69,2.78,Credit card,155,59
2023-02-12 18:45:00,2023-02-12 19:35:00,3,5.37,14.78,1.34,Credit card,231,230
2023-02-01 16:07:00,2023-02-01 16:45:00,4,7.19,19.79,1.8,No charge,35,124
2023-02-07 04:03:00,2023-02-07 04:48:00,4,17.11,47.09,4.27,Credit card,26,88
2023-01-31 08:07:00,2023-01-31 09:05:00,5,11.4,31.37,2.85,Credit card,23,141
2023-01-30 05:21:00,2023-01-30 05:43:00,5,10.54,29.01,2.63,Credit card,141,51
2023-03-02 23:55:00,2023-03-03 00:53:00,1,2.44,6.72,0.61,Credit card,156,55
2023-01-10 12:30:00,2023-01-10 13:22:00,2,0.81,2.23,0.2,Credit card,113,150
2023-01-15 15:19:00,2023-01-15 15:40:00,5,19.29,53.09,4.82,Credit card,139,153
2023-01-31 00:28:00,2023-01-31 01:10:00,4,7.85,21.6,1.96,Credit card,209,219
2023-02-07 11:15:00,2023-02-07 11:54:00,3,12.26,33.74,3.06,Credit card,86,219
2023-03-05 03:21:00,2023-03-05 04:02:00,4,2.05,5.64,0.51,Credit card,60,258
2023-02-15 02:22:00,2023-02-15 02:38:00,2,13.82,38.04,3.45,Credit card,54,45
2023-01-27 05:37:00,2023-01-27 06:06:00,4,18.69,51.44,4.67,Credit card,93,160
2023-03-02 07:26:00,2023-03-02 08:12:00,1,11.73,32.28,2.93,Cash,213,55
2023-02-06 10:48:00,2023-02-06 11:17:00,2,2.96,8.15,0.74,Credit card,10,145
